product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 4, 2020",Peace of mind,5.0,"This is the second camera I have purchased for my adult children. They all work, so find this invaluable to check on their pets during the work hours. The pets love it also!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on June 4, 2020",never works,1.0,i've gone through the troubleshooting so many times but it wont connect. it's sitting in my closet now
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 25, 2019",Dog loves it.,5.0,"I’m glad I got this, this is so great. Thanks 5/5"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 8, 2020",Great product,5.0,Absolutely love it !! It does everything it says it does !
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 3, 2020",Great buy,5.0,Love it !! Camera is decent (a little grainy ) but still can see my fur babies nicely! Love it’s features as well and super easy to set up and easy to use.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 4, 2019",The higher the better for locatuon,3.0,Have to have the camera fairly high for proper tret dispense and camera view. Did not provide adequate camera angle in our location.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 15, 2018",Great product!,5.0,Love love love thisIt’s great to be able to interact with your dogs when you’re at work or out for the night.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 24, 2018",I love it,5.0,"I absolutely love this camera. I actually don’t use it for my Pat, our use it to keep an eye on my elderly mother who lives alone. Both my sister and I are able to see her and communicate with her and it has turned out to be a blessing. I can’t say enough good things about this and think it’s great."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 27, 2020",Love it,5.0,Amazing. Got this for my boyfriends mom and she uses it all day everyday and absolutely loves it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 15, 2020",Helps with separation anxiety,5.0,I love this product! It was so easy to set up. I love the barking alert and treat tossing system. It has already helped with my dog’s separation anxiety. Highly recommend
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2020",Happy pets happy parents,5.0,"Fantastic to check up on my dog and talk to her, give her a treat when she is bored or getting restless from anywhere I have data or wifi. We love it!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 11, 2018",Helped our Casey bear,5.0,"Loved it ! We have a puppy with separation anxiety and we're told she should be medicated. We decided to try furbo to see what happened to the poor thing when we left. Now we can see her and even throw her a treat, she has been so much better!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 15, 2020",separation anxiety miracle worker,5.0,LOVE IT! Best Buy for my pup. I suggest every dog owner purchases one. Easy to use & best part is you can speak to your pup whenever you are. Works wonders for doggies with separation anxiety!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2017",Very Pleased!!,5.0,"So far very pleased with my Furbo purchase. It arrived very quickly, set up was super simple, and it’s been working like a charm!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 22, 2019",Great product,5.0,So in love with this love watching my puppies when I'm not home and giving kisses and treats
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 4, 2017",Great fun and enjoyable,5.0,"Enjoying some much fun time with my dog. During the setup process, i wasnt able to connect to the camera due to the broadband of my router and the support were helpful enough to guide me to setup the router to a non-5g channel"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 26, 2019",Need better technical support,4.0,Love my Furbo but it seems to have some technical issues and the support are not really great.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 26, 2017",Excellent product.,5.0,The camera gives an incredibly clear and wide picture. Excellent product.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 28, 2018",Works great for cats also!,4.0,Works great with my android but having issues with the mic on my I phone 7
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 3, 2020",“Very easy to use and worthwhile to watch your pets !”,5.0,Excellent Product overall.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 23, 2018",Nice gift,5.0,At first she was scared of the noise but I recorded a new message and she love it
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 15, 2019",It even lowers insurance premiums!,5.0,My wife and I are so happy we got a Furbo! Best thing we’ve bought for our dogs.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 28, 2019",Furbo is reliable and works great!,5.0,I love the security of seeing that my dogs are okay during the day.  I bought the Furbo because I was taking a trip and wanted to keep an eye on them and interact with them! So glad I bought Furbo!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 4, 2020","Great, some",5.0,Purchased a present for my sister - she and her pups are loving it! There is a mechanical noise when the treat is shot out that one pup was initially scared of. Camera is good.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 9, 2020",Operation,5.0,Cats enjoy it
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2017",Great product but wish was more flexibke,4.0,Great product but needs more flexibility with type of treats able to use. My dog does not eat junk food so we like to give him dehydrated meats/organs
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 8, 2019",It works,5.0,"A bit difficult to set up at first and connection takes a while sometimes, but all in all great product I highly recommend it"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 19, 2017",Great picture quality,5.0,I have had this product for a few days and I am totally addicted to it. The camera is surprisingly of great quality. I am very pleased with this purchase and would definitely recommend it
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 18, 2020",MONEY 💰 WELL SPENT,5.0,"Does xactly wat 't sed 't wood do, h'ghly recommend d'z product... 👍"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 21, 2018",What a great way of checking up on your dog,5.0,What a great way of checking up on your dog. I never realized how much mine barked while I am away.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 5, 2016","Fantastic, we love it, A+++",5.0,"Love it, work fantastic.. great quality, camera is really clear, night vision is just wow!! Our cat love is treat in a middle of the day, and my wife probably use the app more often than facebook now lol!! Our cat threat are small, so it trow maybe 2-3 at the time, but its not a issue.. love it.. recommand for sure..."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 9, 2020",Great customer service,5.0,Was having trouble with my Furbo but the customer service has been amazing and very helpful.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 5, 2017",Exactly what I wanted! Absolutely recommend!,5.0,"Easy set-up. Video quality is good. Sound isn't great but it gets the job done. My poochies love getting extra treats throughout the day when they are home alone, and I love being able to spy on them! So glad I made this purchase. I definitely recommend it!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 13, 2019",Great gift!,5.0,"I bought this for my boyfriend for his birthday and he (/we) love it! It does have a slight tendency to freeze, but we live rural and have to use a rural internet provider so that might be the case."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 31, 2017",My pups love Furbo and it gives me peace of mind when ...,5.0,My pups love Furbo and it gives me peace of mind when I have to leave the girls alone for brief periods.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 19, 2020",Never worry about your furbabies,5.0,"As advertised, our little guys hear the noise and run into the room waiting for Furbo to hand over the treats"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 5, 2019",Waste of money,1.0,Stopped working after 3 months
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 31, 2019",Monthly fees after the trial period,3.0,"Works really well, wish I did a bit more research because after 3 months you have to pay monthly fees if you want the notifications and the cloud recordings"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 27, 2019",Awesome,5.0,I recieved it fast .no issues so far .it was a present to my  daughter  better half .there response is amazing. Laughing an happy thanks amazon and furbo for making a great gift
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 10, 2019",This is an excellent way to keep in touch with your pet while away.,5.0,The picture quality is excellent. Love it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 14, 2018",Great product,4.0,"Needed a wifi booster in my house for it to connect to wifi!  Not a big house.  First time talking to the pups, one ran away, freaked right out!  Now only use it for a visual.....for now!  Overall awesome product!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 21, 2020",Love our Furbo!,4.0,"Love it! We have a very small dog though (6lbs), so his treats are quite small, which means Furbo shoots out approximately 5 treats at a time."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on June 2, 2020",Highly recommend,5.0,First day using it. Absolutely love it. I now know exactly how much my dog's actually bark among otherthings. Lot's of barking lol
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 15, 2018",Great Idea,5.0,"I bought this for my wife, who is always worried about our puppy when she's out.  She's gonna love it, and so will the pup.  Great idea."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 16, 2020",Easy to use!,5.0,Working out great! Dog has not eaten it yet!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 23, 2020",Shoots standard sized small treats,5.0,Great way to watch what the dog is doing while we are away. Would recommend
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 2, 2019",Love this technology,5.0,Great product. Easy to set up and use  The dog loves it!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 14, 2018",Great gift idea,5.0,Works great with small treats of soft ones you can break to fit.Awesome gift. Thy use it all the time.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2020",Works great!,5.0,It's so amazing to be able to connect with your dog even when at work or school. This is a great product.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 22, 2017",I love it been telling everybody at work about it and ...,5.0,I love it been telling everybody at work about it and they all say they want one too it is so fun to be giving my dog treats when I'm not even at home
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 19, 2020",Love it!,5.0,I bought this on sale and I love it! Being able to talk to our puppy and send treats while we're away is so cool.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 8, 2019",Dogs are enjoying a treat while we're out!,4.0,Sometimes I cannot connect to Furbo on my iPhone if I'm out and sometimes the treat dispenser doesn't dispense a treat even though there are many in the bowl.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 18, 2017",Highly Recommend,5.0,"Great product and impeccable customer service. Would highly recommend to any pet owners, it's such a great idea."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 18, 2019","Overpriced novelty, save yourself the money.",3.0,"Not the easiest thing to use, gets old quickly. Overpriced novelty."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 6, 2018",i love this camera,4.0,it enables me to peek in on my dogs and helped me discover that my little min pin howls all day when i am gone.  i can now have a little talk and treat time to help him along.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 22, 2019",Not inpressed,2.0,Not inpressed. Terrible sound and doesn't shoot food out half the time
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 11, 2017",I think this is a great idea for pet lovers who worry when leaving their ...,5.0,Just arrived but seems to work well and no issues to note. I think this is a great idea for pet lovers who worry when leaving their pets alone. Thanks very much!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 4, 2018",So glad I bought this,5.0,"Little on the pricey side, but definitely worth it! So glad I bought this, Ive been using it for about 7 months now, and its great, haven't had any issues with it, set up was super easy as well! Great camera quality, and mic! Such a good product!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 8, 2018",Great!,5.0,"Furbo is excellent, my only complaint is sometimes it loses connection to wifi and sometimes the treats get stuck but nothing is perfect. Furbo is excellent"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 30, 2019",Tres satisfaite,5.0,"Je l'adore tres bon produit! Qualite prix, il vaut la peine!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 27, 2019",great,4.0,I loved the peace of mind I had leaving my dog at home-great features and the mechanism that shoots treats works every time.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 13, 2017",This is a lot of fun and great way to stay connected to my dog ...,4.0,"This is a lot of fun and great way to stay connected to my dog when I have to be at work. The camera is excellent, the sound depends on background noise.  My dog is a big fan of the treats!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 6, 2019",Excellent product,5.0,Good product  except Night vision not clear
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 26, 2020",Love it!!,5.0,"Love my Furbo, use it for my 4 cats, wish it was designed for cats as well!!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 15, 2021",Highly recommend if you love your dog,5.0,This thing is great. Works perfectly.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 20, 2019",Love it,5.0,"Love it, couldn’t ask for a better opportunity to be able to see what’s going on all day and finally not worrying about emergencies anymore"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 24, 2016",Fun for everyone!,5.0,Camera quality is fantastic and set up is pretty easy. Was able to pair it too with the Apple watch and dispense treats with just a flick of the finger. So much fun!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 28, 2018",Happy,4.0,Very happy with the product . highley recommende
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 28, 2017",Fantastic,5.0,My wife and dog both love it. It's the best way to give them their treats when I'm away
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 30, 2019",My friend likes it,4.0,"Purchased for my friend who really likes it. 1 star drop is for the price, a bit too expense. Every other features works good."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 13, 2020",I made good use of it for a year until...,4.0,... my dog figured out he could just get the treats by removing the lid and eat the treats inside. I've saved the videos.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 31, 2017",Cats love it too!,5.0,Amazimg!!! Camera works great! I actually bought it for my kitties as im a flight attendent! They respond to it and love it!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 22, 2019",Furbo,5.0,Works great for my dog.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 7, 2018",So worth it,5.0,So far the furbo is great and the set up is super simple! The screen can be blurry and a bit delayed  at times. Overall a great purchase that allows you to watch and interact with your animals while you are not home.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 4, 2019",Must have for any dog owner,5.0,"Love it, love it , love it!!!Easy to use , good picture quality & dog barking alert function!!A MUST have for any dog owner"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 13, 2019",love it!,5.0,great product!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 14, 2018",Great camera,5.0,Very happy with this dog camera. It gives me a lot of peace of mind to watch my dogs when we are not home.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 13, 2019",Camera quality is amazing,5.0,Quality of the camera is amazing!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2019",works like a dam,5.0,Distracts the dogs remotelyCaptures movement or noise like dual purposed securityWorks great for dispensing treats as wellNo problems for visual or audio over a 5-km span anyway.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 8, 2019",Awesome,5.0,We love this! We bought it for out cat so we could check on her whole we are away! My only complaint is the app doesn't allow you to put in Cat info only dog!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 6, 2020",Happy Puppy,5.0,"Gotta say -We love it.First time doggy was on her own, she was whining, we said hello, flipped her a treat and she settled right down."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 1, 2020",Great buy during black Friday sale.,5.0,Best way to check in with your dog while you’re out of the house.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 18, 2017",Five Stars,5.0,Love the item easy to install my pets  loves it everything all in one.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 27, 2019",You can’t have two different emailAccounts for one furbo,5.0,I like the look of it and the quality of the video but it would be easier to have two different emails if you can use two phones
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 25, 2019",Furbo comes with a free sample pack of treats but I didn't have one but they answer very fast !,4.0,"Very nice and simple to use, good customer service !!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 30, 2018",App is still a work in progress,4.0,But it is continually being updated and patched.  The treat dispenser is a bit loud when dispensing. Some connection issues at first but now seems to work flawlessly.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 31, 2018",AMAZING PRODUCT,5.0,This was the best Christmas gift!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 7, 2019",Works great!!!,5.0,Works great!!!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 17, 2018",Five Stars,5.0,My daughter thinks its great. She can check on her dog while at work.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 15, 2019",Fun,5.0,Awesome product
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 9, 2018",Dog loves the treats. Also doubles as an additional ...,5.0,Dog loves the treats.  Also doubles as an additional security camera.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 23, 2018",Love it!,5.0,"I love the Furbo! So fun to interact with my dog while Im out and see whats going on, and of course feed him treats."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 8, 2018",Works great. Very happy with my purchase.,5.0,Works great. Very happy with my purchase.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 30, 2019",A must have!,5.0,The best pet product ever.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on June 12, 2017",Five Stars,5.0,Better than expected
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 7, 2020",Must have,5.0,Best thing uo have if you have a dog
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 5, 2019",Great Purchase,5.0,"Product is awesome, great seeing what my pup is up to everyday. Aldo kinda use it as a security camera so it’s a 2 for 1 deal."
