product,date,title,rating,body
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2020","Brilliant TOOL that is well made. Could use some upgrades, the first retail iteration is brilliant.",3.0,"Firstly, this is a great idea and product. The quality of the packaging makes a customer feel like they are getting value on an item that is actually quite expensive. The touch of wood on the lid was also a touch that exemplifies quality. Also, I was initially concerned at how much of the room the camera would capture and was pleasantly surprised to see that it captured even more than I expected. At the same time, I was a little disappointed that you could not pan around with the camera. Are there positives about the camera would be: good treat capacity , nice streamlined look good quality daytime and nighttime, seems to have the ability to distinguish between different types of behaviours fairly accurately, and finally the ability to communicate with your pet is for sure an asset. On the negative side, we were continuously having problems with connectivity, but for whatever reason it seems to be under control now. Also negatively, it would be nice to be able to vary the arc or distance in which you launch the treats. We have three dogs and as soon as the smartest one figures out where the treats are going he blocks the others from getting a treat. This could be fixed with either the ability to rotate the camera or machine as well as change the arc or the distance that you throw the treat. A small negative also would be for our dogs once they figured out there was treats coming from this machine they attacked it and emptied it. Thankfully we were able to put it on a very high ledge and still managed to capture a good picture."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 21, 2018",Needs work,2.0,For the price this is a disappointing product. The camera is good but a 360 view would be better. However as soon as you’re set up you’re inundated with pop ups from Furbo.The first is prompting you to rate the app before you’ve even had a chance to use your Furbo and you cannot rate it later - you must enter a rating before opening the camera. How can one rate a product they haven’t had a chance to use?Next you’re continually prompted to upgrade/subscribe/spend more money on Furbo Nanny services. We would like to be able to open the app to just view our dog please.I contacted Furbo about turning off the pop ups and it took them 16 days to reply. Yes - sixteen days. It seemed like a form response but since my issue hasn’t been resolved I answered their questions and received the exact same form response again.Not worth it.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 4, 2019",Awesome idea.,5.0,"This is such an awesome idea.  Not only is it fun for dog to receive the treats, it allows me the opportunity to check on my dogs during the day.  It is particularly funny when I see my dog rushing to the camera as if he is ready to pose (when in fact, he is waiting for the treat).  I did have a minor problem at first but I realized that was because I wasn't using the most ideal treats.  Overall, love it."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 24, 2019",Non-discrete packaging ruined Christmas surprise,3.0,"I bought this as a Christmas gift for my husband (to spy on our pets).For some reason, the Amazon box has a huge sticker on the outside that says “Furbo Dog Camera”.Luckily the day it was delivered, I was off work early and brought it inside before my husband got home (and before it could get stolen from my front porch).I hid it in our house and tonight, Christmas eve, I was cleaning up and taking out the recycling when my husband walks by and points at the empty box in the bin and says “You bought a dog camera??!!”Uggghhhhh!!! No idea if it works yet or how it performs. Just wanted to tell my frustrating story about an unnecessary sticker!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 24, 2020",This thing saved my dogs life,5.0,"This thing is worth every penny.Bought it because my very sweet 6 month old husky mix baby girl has decided that she no longer enjoys being in her crate and instead will bark a heck ton while I am away at work. It’s a full detached home but she can be heard barking away by passerby’s, so I figured I’d see what all the fuss is about and try to put an end to whatever is causing the upset.Set it up this morning (super easy, took me two minutes). Put pup in crate and rolled out. Immediately got a bark notification so, in true helicopter mom mode, I turned the video feed on and left it running as I worked away at my desk. Next hour and a half was a constant cycle of barking, pacing, and short naps. Then, she amped up her unhappiness and began tossing her weight around.Important to note, I moved her crate last night; due to some renovations that are happening in the house, her original location no longer works. Moved the crate so it ended up being next to tiling supplies, which are being installed next week. Made sure the bag of grout was upright and out of reach, no big deal.Anyway, turns out that she’s able to move her crate when she’s bumping all 45lbs of her around. Managed to scoot it up to the pile of tiles, on which the bag of grout (the out of reach one) was perched on. I watched in horror as she hit the tile so perfectly that it knocked over the bag of grout. She then stuck her little face far enough through the crate that she could bite the corner of the bag, ripping it open and dumping a considerable pile of powder into her crate.Half a second later I’m running out of the office and racing home (about ten minutes away), yelling at my precious dumb dumb to please stop. She’s very curious, so immediately started trying to figure out where my voice was coming from which distracted her long enough for me to burst through the door of the house.For those that do not know, the cement in grout is extremely corrosive and very very bad for the insides. So we sped our way to the vet where she was promptly treated and will likely make a full recovery. Vomited up an alarming amount of grout and has to take medication for the next week, but she’s basically fine.Here’s what’s up: this all happened around 10am - I get home for lunch at 12:10. If I didn’t have the Furbo and it didn’t work exactly as advertised, I would have arrived home to a dead or dying dog.Get it. It works."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 29, 2019","Great camera, needs a subscription (otherwise 5 *****)",4.0,"The Furbo camera is excellent. Got ours on Amazon Prime day. It works great. Easy to setup, etc. Alerts are accurate. But, once you're at the end of the trial period, you need to keep paying in order for it to be useful. If you want video recording, ability to check in on your dog, etc. it's a yearly subscription. Keep that in mind before purchasing."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 23, 2019",Brought so much joy,5.0,"My dog is now passed on. But it made the last couple of years so much more fun! It was such a joy when I was away at work, or even when I was on a trip overseas with my mom watching him, I could still throw him treats and talk to him. <3 Worked so well for us. Yes, the quality is not top-notch for the picture, but it's still wonderful. I definitely recommend this product, though I'd wait for it to go on sale for $199 as it often does."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 12, 2019",Great Camera,4.0,"I had some minor technical difficulties during set up. There was an error the first try, but it worked after that. The first few days of using this dog camera, it lagged A LOT. However, for the most part now - it's been great. I don't really use the treat dispenser because I have 2 dogs. Sometimes it releases no treats, sometimes 1 treat and sometimes 2 treats. I saw a few reviewers that said they got a treat sample, but I did not get any samples. I love the barking feature, where if your dog barks, it alerts you."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 29, 2018",Awesome spying on dogs,5.0,"We love being able to see what our two trouble-makers are up to ever since our dog-walker stopped taking them out during the day. They bark a lot more than we thought they did, so we get alerts every time. We can talk to them through the mic and tell them to stop it which freaks them out a bit and they stop. Giving them treats while we're away is cool too. We love the wide-angle view and that we can check in on them anytime. Would definitely recommend to those who work all day and miss their pups."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on April 17, 2021",Great for incoming video and sound,3.0,"The Furbo is easy to set up and connect to a mobile device. The camera works great, with several resolutions to choose from. The incoming sound quality is also good. The feature to speak to your pet via the Furbo is less well developed and comes out choppy and unrecognizable.The treat throwing feature has not been useful. It takes only tiny treats, and makes quite a loud noise when ejecting them (my dog is afraid of the sound and will not eat the treats that come out of it due to the sound).The Furbo fails to connect regularly despite a reliable Wi-Fi connection."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 10, 2020",The best gift I've ever received!,5.0,"I love my furbo! As someone who works 5 days a week, I often worry about how my dogs are doing when I'm gone. Now I can check on them whenever I like! Furbo also sends notifications to my phone when my dogs are barking, getting active, or if it sees people. If my smoke or carbon monoxide detector goes off, it will also notify me (which is something I was always worrying about before). Every dog parent needs a Furbo. Best thing ever and was super easy to set up."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 29, 2019",poor,1.0,"I live in a large city with great cell phone service.  However, furbo at times will not connect to your iPhone for hoursthis product needs to improve it's online service.  NOT WORTH $300.00"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 1, 2020",Easy To Use and Keeps My Dog Entertained.,5.0,Very simple to set up and use once you download the app. My dog recognized the sound it makes when dispensing a treat after a few uses and now runs towards it and tilts his head as it shoots a treat. It could shoot the treats further and an option to move the camera around from the app would be nice.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 20, 2020",Dogs love this worth buying,5.0,I love this brought for one my dogs for Christmas and all the dogs love it wish I would know about it sooner. Brought it on Black Friday sale which was a really good price even better. It came on the 23 of December which was awesome instead of it comming on the 27 of December. Was able to open it on Christmas Day.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 28, 2019",Camera really good 👍,4.0,"The camera and night vision really good, we love it so much! One thing disturbing is when Furbo toss the treats for our dogs, the sounds from turbo make our dogs scare and run. So now we are using it only for the camera, not for the treats because our dogs will scare, run and hide even we trained them for a couple days."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 7, 2020",Furbo is a lifesaver!,5.0,"With Furbo, I have been able to crate and pen train with ease and zero anxiety! This was the best recommended product that I purchased as a new puppy owner. I am able to isolate myself to another room, or leave the house, while monitoring my dog to see how she tolerates the environment. And on top of that, you can see how to modify the environment to better suit her and prevent any mishaps. I toss treats sometimes, and rarely use the speaker. Sometimes it amps her up a bit more"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 3, 2020",My dog loves it!,4.0,"Love the furbo! I can access the camera easily with my phone, great quality camera. My only issue with it, and the reason I didn't give 5 stars is that even with their recommended treats, the furbo dispenses up to 15 treats at one time! I've contacted Furbo, and they said this is a known issue and offered a very simple fix of using tape to cover half of the treat dispensing slot. Now it only dispenses up to 6 treats at a time... My dog is definitely not complaining tho haha"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 25, 2017",Cats Love furbo too,5.0,"I've had furbo for a year now, and it has been great. They have excellent customer support who is quick to solve any issues you may have if any do arise. It's advertised for dogs but I stopped putting dog treats in it and now use it for my cat because my cat absolutely loves it . Awesome present for pet owner!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 11, 2018",Happy.,5.0,Seems to work well. Puppy arrives next week so it hasn’t been tested on an actual dog yet. Hopefully the noise it makes doesn’t scare her too much.I used kibble to test it and it throws about 3-5 pieces at a time. Bigger treats might prevent this.Extra things like bark sensor or person sensor and selfies are a premium service. I did not pay for these extra services at this time.Quick delivery!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2019",Worth it for me,5.0,"Love it! Had to be away for 10 days and used it to check in. I am also away a lot with work and coaching so it’s nice to be able to check in and toss some treats! Reunited with my pooch today and it helped to make it easier being away from him! Got it on sale, it’s expensive but for me, it was worth it"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 25, 2021",Do yourself a favor and DON'T buy this garbage,1.0,"Bought this last summer (June 2020) as I went back to work and wanted a way to keep an eye on our dog. It worked fantastic at first... then the updates came and at first it was only a little glitchy... well fast forward to now (Feb of 2021) and this camera is a total piece of crap, won't stay connected to the internet, can't have the app run on two different devices, can't use the full subscription because it's not supported in Canada. My list goes on. Do yourself a favor and don't buy this garbage!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 8, 2018",terrific!!,5.0,"this furbo camera/live video gadget its the best thing ever! I love everything about it. the simplicity about this is amazing, from assembly to downloading the app to use it to ..well everything is wonderful  . the picture is awesome . I lens in the furbo covers a very large amount of space. I recommend this to anyone with pets or it can be used for what ever you want..even a baby camera..of course you wouldnt dispense the treats :)"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 13, 2018",Dog and security cam,5.0,"Bought it as a gift and they love it!PRO:- It does what it says it does- Works as a great security camera, taking still photos every time there is any movement- Multiple people can access the view- Keep an eye out for your pet and even train them to stay calm when you're awayCON:- There is a delay in capturing a movement photo"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 27, 2018","Works, though not as intended",5.0,"The dog is terrified of this gizmo. I’d prefer him to be excited to get treats instead of hiding in the bathroom to escape the Furbo when it starts humming and whirring, but I think it’s harmless and it solves the problem. He gets distracted and goes to his little house and just falls asleep instead of barking all day, working himself into a frenzy. I can’t complain."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 28, 2020",Connectivity Issues,2.0,"Nice design, but I can’t rely on this camera. It has constant issues with connecting when remote. Wi-Fi and Mobile data non-issue."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 17, 2018",Must have for condo/apartment living,5.0,"Our boxer/lab Wilson had severe separation anxiety when we first adopted him last summer. We've had him for half a year now and he has improved so much compared to the start. However, we needed that extra piece of mind that he was being good and quiet when we weren't home. Living in a basement suite I was able to get away with his barking and howling when I wasn't home (though it caused some strain with my upstairs neighbor when she was off because she claimed his howling to be consistent for most of the day...)With plans of moving into my boyfriends condo in the spring we decided to purchase the Furbo because excessive noise complaints will not be tolerated.I've only had the Furbo for a couple of weeks and it is one of the best pet purchases I've ever made. Being able to know exactly what Wilson  doing"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 24, 2020",APP ISSUES,1.0,What is the purpose of purchasing this if the app cannot connect with the furbo camera? It is just a complete waste of money
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 30, 2020","No HomeKit, no privacy, no 5Ghz wifi",2.0,"No modern wifi (5Ghz) made it useless for us. It rarely worked (and destroyed the internet connection to our smart home constantly) due to the need for 2.4Ghz.Needs HomeKit integration and PRIVACY!Absolutely no privacy whatsoever or ability to automate when the camera is on or off, and it stores the video on an outside server.It has the potential to be great, but right now it’s a privacy nightmare that works only sometimes on outdated wifi."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 29, 2018",A little expensive but Great product,5.0,Good look that matches my home. It is not bulky as similar product in the market. you can check on your pet whenever and wherever you are. I caught my dog standing on the coffee table and dinning table and corrected him right away. You can talk to your pet and interact with them by feeding the treats remotely. You receive barking alert. It is a great product.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 29, 2019",Surprisingly Happy With It,5.0,"Bought it because it was 33% off and liked the idea of being able to check in on our furbaby while we are away. We love it way more than we thought we would and absolutely love being able to watch her, talk to her, and give her treats when we aren't home. Also great to be able to check in on the house while we are out of town lol."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 31, 2019",Fly On the Wall,5.0,"I've only had this product for a week and I think it's great. A lot of reviews said they're having issues with the software but I haven't had any yet, and the complaints about too-frequent notifications seems unfounded as you can turn them off (outside of the application) any time. What I like most about the product is it gives you a ""fly on the wall"" perspective of your dogs behavior and possible anxiety when you're not around, and allows you to reach out to them to curb it as you see fit.It's also eye opening in how bored your K9 likely is all the time when you're not around. It's guilt tripped me into making more of an effort to be attentive whenever I have the opportunity to be with my four legged friend when I'm not working.Good product, good purchase. Only continuous improvement recommendation I have would be to allow users to set the video capture length parameters to whatever they want - barking seems to be set at 15s and activity at 10s, etc. It would be nice to set those yourself, but certainly not a dealbreaker :) well done Furbo."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 15, 2021",Great!,5.0,"All in all this is a great option if you or your dog has separation anxiety or you just want to watch them or keep them company! The idea, the product, it’s all great and I use it for my cats (FYI) they love it too"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 19, 2019",Good camera and app,5.0,"Easy to use. Except i haven't figured out the still camera yet.  But to use the speaker, camera and treat dispenser it is easy and cool.  we really like this. Especially we are able to talk to our dog while we are away. Very good unit.  It actually look like a decanter on the table. Never know it was a camera."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 5, 2019",Genius invention & piece of mind for our fur babies,5.0,"I just love furbo especially for piece of mind with my 9 month old puppy. I’ve had it for a month or so and he likes it too because he’s figured out if he behaves and doesn’t bark he’ll get treats and sometimes I’ll talk to him if i feel he needs some extra love & reinforcement that he’s ok by himself. I have a shichon ( shitzu / bischon frise ) and he’s only 7 lbs so I worry because he’s so small that he might get into something he’s not supposed to. The great part of furbo is I can see exactly what he’s up to and when I watch my videos back at the end of the day I can see what went on. Luckily my puppy doesn’t do much except wait til we get home. None of us work outside the home so he’s very lucky to have someone with him basically all the time so we were worried about him be anxious or having  attachment anxiety when we leave him in the laundry room , with the Furbo whenever we go out and can’t take him with us. I love that I know what’s going on at all times and the bark or active alerts are great for checking in on him. I 100% recommend this for any dog owner. It’s just like having a baby camera /monitor but instead it’s for your dog and you get to reward his good behaviour with treats that you get to toss to him when you’re not home. Genius invention!! I love my Furbo and love my  puppy even more so I’ll do anything to help make his life easier and happier and Furbo has really helped that. Go buy one now!! You’ll thank me later"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 31, 2020",Very Impressed.,5.0,"This is a quality product but two things need to be said. First, you don't have to dish out big bucks for treats. In the video it even suggests you mix in regular food with it. Cheap treats work great.  Next... Alexa App sucks."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on August 29, 2019",MY NEW BESTFRIEND,5.0,"When I am in the office, Furbo Nanny watches my dog for me!! She alerts me when my dog is barking, when she is active, etc. I can throw treats and talk to my furbaby to calm her down if she is crying. Furbo helps me get through the day at work, I can can stay focused on work while still checking in."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 22, 2020",Great pet  Keep your pet safe and happy when your away and give you peace of mind,4.0,"Wasn’t sure as also had security camera.  But this is a must. Easy setup and the App on My IPhone helps me keep a eye on my dogs and what is happening in the house camera view.  Treat is great  function that can be given as you decide.  Night vision works well and also if setting active will record dog and person intrusion.  Thank you Furbo for inventing this, myself and the dogs love it.  It has so many features, sorry I haven’t listed them all."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 3, 2017","If you miss your pet when you are away, then you need this..",5.0,"Great product! We have it set up for our cat. It was so easy to connect, HD quality video, works great for both my wifes iPhone and my Andriod. Our cat responds when we call her, she does get a little freaked at the mechanical sounds when the treat is tossed but its still very new. I got it for my wife for xmas, I wonder how much work she will get done now? :p"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2020",Gets her wet,5.0,"Like everything about this. Bought it for my woman for Christmas and she loves it! Kinda creepy when  you forget to turn it off and there's people over. It is wicked tho, get to see all the hilarious things my cat does at night. Also works as a security cam if you point it in a good direction. Once wide fisheye camera view as well. A dog lovers wet dream, super happy I got it for her. Gets her so hot I have to keep a hose nearby I swear to God."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 12, 2019",Lifesaver,5.0,"If you're like me and is always paranoid about leaving your pet at home, then a Furbo is a must. I was iffy about getting it at first but since getting my puppy, I feel so much better that i can monitor him when I'm not home to watch him. I don't really use the treat dispenser but it's great as a camera!"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 4, 2019",Night vision dont work,1.0,Laggy and Night vision dont work. Emailed and complained many times all they do is send you an automated response to tell you to reset it which doesn’t fix anything. Not worth the price
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 13, 2020",love the furbo,4.0,"I do love having the furbo to check in on my dog and cats. The notifications are sometimes slow to be received and the pets are not in camera view any more. Sometimes the treats are not thrown by Furbo. Overall, I am glad that purchased it."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on March 22, 2017",Awesome! Great product.,5.0,"I love this! I purchased a Furbo in December 2016 and have used it daily since. I waited to review since I wanted a chance to use it regularly. It's great to login and see what my dog is doing when I'm out, and the text I get to notify me when he is barking is awesome. Usually by the time I open the app he's no longer barking and I'm not worried about complaints from the neighbors. All of my friends with dogs want one now:)"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on February 3, 2019",Friend loves it.,4.0,I gave this as a present to a friend who has a dog and they love it. They can see their dog anytime at home from wherever they are. They get messages if the dog is moving in front of the unit or if the dog is barking.One thing they mentioned is the treats have to be small in size to shoot out of the dispenser.
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on September 24, 2019","Great product, great customer service",5.0,"I use Furbo to spy on my cat. It works perfectly for tossing cat treats as well, and recognizes when he meows/chatters really loud as a bark :). I had a product issue a few months ago and the customer service from Furbo was awesome. They tried to help me troubleshoot and when that didn't work, they sent me a replacement right away and a shipment label to sent the old one back. I meant to write a comment sooner but here it is now! Highly recommend this product to dog and cat parents alike."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on November 18, 2020",Definitely worth it,5.0,"Sometimes you grit your teeth and order something to solve a problem. If it works, it’s totally worth it. Helps my daughter keep an eye on her dog while she’s working. Curbs the barking"
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on October 11, 2019",Problème de connection,2.0,"Furbo se déconnecte constemment de mon WiFi... Je dois réinitialiser la caméra fréquemment, pas trèes pratique quand tu es à l'extérieur et que tu dois être proche pour le connecter. Je suis vraiment déçue. Si elle resterait connecter, elle fonctionnerait bien."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 14, 2018",Dog Loves it,5.0,My dog suffers from separation anxiety. He loves this toy as it is a way for him to hear me during day and a way for him to get treats when I am not home. Also great for spying on him while I am away so I know what he is up to. Can be real funny to watch what he is up to when we are not at home :)
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on May 8, 2019",Works great.  Wish I bought one sooner,4.0,"I do wish it didn’t send so many notifications, even with the sensitivity turned all the way down. Yes the cameras identifies people, wish it would recognize people who are living in the house.  Every time I walk by it notifies me there is a person in my house.  Yes furbo, I still live here."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2020",Furbo the cat fantastic treat tossing machine .,5.0,"Works fantastic for my cats . I have 4 they run to get there treats. I also love to talk to the cats from work . Our cat meows sometimes while I talk to them . The camera works well , and I sent pictures to Facebook ."
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on December 1, 2018",Good way to spy on the naughty pets!,5.0,I was curious about what my dog is doing when I'm not at home when she is alone or with the others. Furbo nanny is way better to check her about everything I was concerned about if she barks or not when I'm not there but today Furbo warned me about every change at home. Also it's easy for the dogs to find out where the treats come out. Also camera angle is very wide and you can talk to ways it's another good thing about it ! I'm satisfied with the product till now hope it will go on like this!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on January 9, 2020",Furbo is so fun,5.0,Love checking in on my babies and sending them some treats. Camera is very clear and treat function works great.Sometimes connection with wifi is dropped but that could be my issue. Overall a great product!! Recommended to all pawrents!!
"Furbo Dog Camera: Treat Tossing, Full HD WiFi Pet Camera and 2-Way Audio, Designed for Dogs, Compatible with Alexa (As Seen On Ellen)","Reviewed in Canada on July 29, 2018",Broke again.,2.0,"UPDATE: So, for the second time, the furbo camera broke on us. It wont stay on, the connector is too loose, the connecting cable does not stay in- so it won't power the furbo. We never even moved the camera from it's original emplacement in our condo so it's not like we could have damage the connecting system ourselfs. Tried with different cable, not working. Please do something about it.FEB 18: I really enjoyed the product but after only 6 month of using it the treats dispenser wouldnt work anymore! The Cie sent me a new one and it was all good! Love it!"
